"comptoir_id";"software";"license";"wikidata_id";"sill_id";"cnll_id";"framalibre_slug";"software_website";"software_repository";"comptoir_url";"wikidata_url";"sill_url";"cnll_url";"framalibre_url"
404;"Gravitee CE";"Apache License 2.0";"Q97819945";217;"";"";"https://docs.gravitee.io";"https://github.com/gravitee-io";"https://comptoir-du-libre.org/fr/softwares/404";"https://www.wikidata.org/wiki/Q97819945";"https://code.gouv.fr/sill/fr/software?id=217";"";""
263;"Graylog";"GNU GPLv3";"";"";"";"";"https://www.graylog.org/";"https://github.com/Graylog2/graylog2-server";"https://comptoir-du-libre.org/fr/softwares/263";"";"";"";""
56;"Greenshot";"GNU GPL";"Q1544791";58;"";"";"http://greenshot.fr";"https://github.com/greenshot/greenshot.git";"https://comptoir-du-libre.org/fr/softwares/56";"https://www.wikidata.org/wiki/Q1544791";"https://code.gouv.fr/sill/fr/software?id=58";"";""
785;"Grisbi";"GNU GPL";"";"";"";"";"https://fr.grisbi.org/";"https://github.com/grisbi/grisbi";"https://comptoir-du-libre.org/fr/softwares/785";"";"";"";""
659;"Grist";"Apache License 2.0";"";"";"";"";"https://www.getgrist.com/";"https://github.com/gristlabs/grist-core";"https://comptoir-du-libre.org/fr/softwares/659";"";"";"";""
505;"Groff";"GNU GPLv3";"Q288684";309;"";"";"https://www.gnu.org/software/groff/";"https://git.savannah.gnu.org/cgit/groff.git";"https://comptoir-du-libre.org/fr/softwares/505";"https://www.wikidata.org/wiki/Q288684";"https://code.gouv.fr/sill/fr/software?id=309";"";""
43;"GRR - Gestion Réservation de Ressources";"GNU GPL";"";"";"";"";"https://grr.devome.com/fr/";"https://github.com/JeromeDevome/GRR";"https://comptoir-du-libre.org/fr/softwares/43";"";"";"";""
194;"H2";"Mozilla Public License, version 2.0";"Q1562670";59;"";"";"http://www.h2database.com";"https://github.com/h2database/h2database";"https://comptoir-du-libre.org/fr/softwares/194";"https://www.wikidata.org/wiki/Q1562670";"https://code.gouv.fr/sill/fr/software?id=59";"";""
651;"HandBrake";"GNU GPLv2";"";"";"";"";"https://handbrake.fr/";"https://github.com/HandBrake/HandBrake";"https://comptoir-du-libre.org/fr/softwares/651";"";"";"";""
237;"HAProxy";"GNU GPLv2";"Q5628948";60;"";"";"http://www.haproxy.org/";"https://git.haproxy.org/?p=haproxy.git";"https://comptoir-du-libre.org/fr/softwares/237";"https://www.wikidata.org/wiki/Q5628948";"https://code.gouv.fr/sill/fr/software?id=60";"";""
